"simAlpha","fitAlpha","simBeta","fitBeta","BIC"
NA,NA,NA,NA,NA
0.0101010101010101,0,1.88078379491344,0,1992.49320349037
0.94949494949495,0,0.584501004777849,0,1992.49320349037
0.666666666666667,1,18.5697713859537,10,21.7456451727935
0.808080808080808,0,0.104141717310995,0,1992.49320349037
0.787878787878788,1,13.0121775989639,10,21.7456451727935
0.333333333333333,0.136851318250953,0.353934387168422,0.880601620855071,1981.51110374142
0.494949494949495,0.497695124755159,12.064899065833,10,432.675772802242
0.767676767676768,0.798743260089665,12.9496417095171,10,36.1218250127704
0.616161616161616,0.627020553166196,10.4418673825668,10,169.177760372401
0.696969696969697,0.661909667971845,0.692314172629267,0.902429677340396,1905.47058864209
0.868686868686869,0.83936648043354,1.13772101698013,1.12647334089843,1790.05679587394
0.676767676767677,0.622086544154034,1.8950275089579,2.21783531886398,1564.474707043
0.97979797979798,0,0.758786497550793,0,1992.49320349037
0.515151515151515,0.498121267336006,9.62667523841274,10,436.316880737535
0.939393939393939,0.922210534099272,4.04953755417323,4.05123314257845,416.787407321338
0.363636363636364,0.340517468872672,2.53539883016823,2.60908803908483,1717.1859151832
0.353535353535354,0.313654665407599,5.80305727543309,6.2912509597492,1213.81550302398
0.555555555555556,0.565538155568336,3.63437383753191,3.68180017591884,1176.18559313669
0.0606060606060606,0,5.98405583740628,0,1992.49320349037
0.828282828282828,0.888978526642354,2.04628686420619,1.90913821116018,1395.1694111962
0.757575757575758,0,0.116474085590638,0,1992.49320349037
0.797979797979798,0.700888113355683,0.655798840494529,0.822625206235951,1912.83518412286
0.878787878787879,0.889813456448316,2.9720462940898,2.87017602565845,909.203030183553
0.585858585858586,0,0.626666164025664,0,1992.49320349037
0.212121212121212,0.218466587738113,10.265543795702,9.93251590235995,1008.13560843359
0.202020202020202,0.182299230583195,2.59348413906991,3.17777165934706,1806.77999598791
0.434343434343434,0.418906003301302,1.61406840197742,1.61515166257342,1843.93725637305
0.858585858585859,0.842806919862051,6.81855143958187,7.07644219223882,99.2872609425875
0.888888888888889,0.720478820906731,0.411862665787339,0.52511222677916,1959.70786380929
0.0505050505050505,0.0483481050378262,4.51566014883524,5.09628359869247,1896.36147561057
0.848484848484849,0.758356979156591,4.26647001742546,5.06075943321736,439.740738168725
0.595959595959596,0.558606151045941,3.67639216422692,4.14336267302465,1096.73874510892
0.414141414141414,0.193788768300557,0.312057882547379,0.351847207960406,1990.1547445308
0.929292929292929,1,9.30319773922575,7.49108775326717,38.5660484633018
0.181818181818182,0,1.48782699368894,0,1992.49320349037
0.464646464646465,0,0.0144522381015122,0,1992.49320349037
0.777777777777778,0.805485280471036,2.17677973676473,2.01604842263576,1447.26804296724
0.747474747474748,0.525127664299973,0.279466933570802,0.536412112699646,1971.93949021843
0.0303030303030303,0,1.7363832006231,0,1992.49320349037
0.303030303030303,0.283097707731197,8.19228480528009,8.17260834201695,1051.0200602741
0,0.722790172677406,1.47665249649435,0,1992.49320349037
0.424242424242424,0.455120276949754,15.5485397568884,10,401.670897884103
0.222222222222222,0.218797444318018,3.57063758165991,3.40398800178987,1742.6310225296
0.535353535353535,0.564729358131269,13.9250052339377,10,254.098430476452
0.96969696969697,1,0.70849715214193,0.561407357031889,1923.85398761198
0.0707070707070707,0,2.44185109389946,0,1992.49320349037
0.161616161616162,0.152149601657394,6.28577912310863,5.93634615392487,1573.32274175384
0.282828282828283,0.274792333780196,2.21494388300925,2.20026659676333,1858.88367247906
0.0202020202020202,0,1.03354219154516,0,1992.49320349037
0.909090909090909,0.930272070766316,1.50181834818795,1.44712381134428,1598.37500721308
0.313131313131313,0.309023556495286,2.03325658227558,1.84129839850992,1864.32181677562
0.141414141414141,0.119469580686405,2.35589989228174,2.12307558622992,1936.76752043632
0.242424242424242,0,2.38914616693571,0,1992.49320349037
0.525252525252525,0.458362689740381,0.830228375270963,0.927870353257136,1937.49954712491
0.95959595959596,1,7.03457278157485,7.49108776016912,38.5660484633019
0.98989898989899,1,5.39468493757254,5.0819690219945,155.522079651809
0.272727272727273,0.29547295097434,17.6435111391331,10,614.674187797683
0.343434343434343,0.343811740222513,4.71247032729393,4.97428375853471,1302.47996405935
0.101010101010101,0,0.70928520988673,0,1992.49320349037
0.575757575757576,0.560398701543839,4.31404166368252,4.39998560260187,1025.41626950935
0.252525252525253,0,0.462649401742965,0,1992.49320349037
0.838383838383838,0,0.624359184876084,0,1992.49320349037
0.454545454545455,0.454018488241738,3.7436078020598,3.78141007959405,1361.00359596791
0.111111111111111,0,4.62794041622189,0,1992.49320349037
0.727272727272727,0.734433984917206,10.9123448555576,10,58.4091104645954
0.373737373737374,0.355401228523893,2.80085836071521,2.66991560684098,1712.02110180228
0.0909090909090909,0.0590905013428832,2.24098595324904,3.16099679239841,1942.95239198382
0.444444444444444,0,0.408235939685255,0,1992.49320349037
0.292929292929293,0.285237907308862,3.20764541030664,3.44366689571775,1681.59251907861
1,1,3.48673239794976,3.34662794207935,538.544586670485
0.505050505050505,0.50526502896497,2.78942768694833,2.86728596449344,1501.78675180068
0.707070707070707,0.751848905539552,2.37724673002958,2.28625624369125,1385.49484237747
0.191919191919192,0.21224090065304,5.03406765384084,4.72638699652629,1589.88576866393
0.474747474747475,0.488331114005047,7.12417169432056,6.93951491065238,753.564326204498
0.656565656565657,0.698234334502107,8.46029936293972,7.74598486947499,200.175886834246
0.717171717171717,0.743020663342608,2.7429635822773,2.66188075261684,1239.95710297325
0.818181818181818,0.792932596509713,0.2220154623501,0.285748672043733,1981.36577907611
0.383838383838384,0.390205903437113,7.73956525097501,8.30670471364836,832.686799041386
0.565656565656566,0.561419899460723,6.90035741755223,7.2487251750955,544.596133601554
0.626262626262626,0,0.0654902798123658,0,1992.49320349037
0.898989898989899,0.925300300009097,1.20343271813118,1.20013145263018,1721.19575474254
0.262626262626263,0.255224390591592,3.71628237867212,3.67863520463925,1663.91403458343
0.151515151515152,0.30664257908494,1.15325794322416,0.902508608173954,1960.86173379723
0.0808080808080808,0.112649300992539,5.61928496209389,4.92595166393322,1756.30018493378
0.323232323232323,0.324912505285379,2.65307932393625,2.54205328863689,1757.17554972292
0.171717171717172,0.183194497177775,1.06575432699174,1.32759515666386,1957.03169297299
0.0404040404040404,0.0519441556220419,2.87657925393432,2.91037704181691,1951.72746965661
0.484848484848485,0.419117759195696,0.671252878382802,1.00872323996838,1934.88186348104
0.232323232323232,0.272648088735969,19.91496684856,10,594.365312353642
0.393939393939394,0.3136504641721,2.12402150500566,2.48165945769307,1766.56400605336
0.545454545454546,0.531030058500632,2.09283424541354,2.24876534843378,1635.86983835813
0.919191919191919,0.936073820712589,2.35472046537325,2.18737006549084,1189.27661290831
0.606060606060606,0.573937520934478,8.62744829575431,9.33193660823723,321.341001310795
0.737373737373737,0.751810058950141,5.8897383136437,5.76769419720902,322.570279910901
0.131313131313131,0.14331262721642,13.5656736132907,10,1101.79046983093
0.636363636363636,0.670057335288277,12.4334219557451,10,104.882765900981
0.646464646464647,0.659074496748477,10.3250585678489,10,118.807179179076
0.404040404040404,0.447614653654592,6.84148657580322,6.31713329058892,938.740726101785
0.121212121212121,0.146649280117175,14.5822476587238,10,1063.14432912552
0.686868686868687,0.737604694192184,12.42479105417,10,59.4137250205632
