1,0.15,0.1,0.6,0.35,0.4,0.17
2,0.4,0.65,0.6,0.55,0.6,0.16
3,0.65,0.7,0.7,0.85,0.7,0.63
4,0.6,0.45,0.55,0.45,0.5,0.17
5,0.35,0.35,0.35,0.5,0.5,0.15
6,0.5,0.55,0.35,0.7,0.55,0.19
7,0.65,0.6,0.7,0.65,0.55,0.28
8,0.35,0.3,0.3,0.45,0.4,0.17
9,0.45,0.55,0.65,0.75,0.6,0.28
10,0,0,0,0,0,0
11,0.1,0.3,0.3,0.4,0.25,0.13
12,0.45,0.55,0.85,0.6,0.65,0.24
13,0.4,0.4,0.7,0.45,0.4,0.5
14,0.5,0.6,0.6,0.55,0.5,0.12
15,0.45,0.6,0.75,0.6,0.5,0.29
16,0.55,0.5,0.5,0.55,0.5,0.22
17,0.5,0.7,0.75,0.4,0.55,0.33
18,0.5,0.4,0.65,0.6,0.6,0.03
19,0.55,0.6,0.55,0.55,0.6,0.25
20,0.5,0.6,0.8,0.75,0.45,0.28
21,0.7,0.6,0.8,0.8,0.65,0.38
22,0.75,0.75,0.75,0.75,0.45,0.46
23,0.45,0.25,0.4,0.65,0.3,0.16
24,0.35,0.55,0.35,0.5,0.5,0.16
25,0.7,0.7,0.7,0.75,0.5,0.28
26,0.65,0.6,0.55,0.65,0.6,0.36
27,0.55,0.65,0.4,0.6,0.4,0.27
28,0.45,0.45,0.45,0.5,0.45,0.4
29,0.25,0.55,0.65,0.7,0.5,0.22
30,0.4,0.5,0.55,0.45,0.5,0.18
31,0.55,0.45,0.45,0.7,0.3,0.24
32,0.4,0.45,0.65,0.6,0.55,0.08
33,0.55,0.65,0.4,0.8,0.65,0.16
34,0.8,0.75,0.75,0.8,0.5,0.44
35,0.55,0.4,0.55,0.25,0.45,0.06
36,0.55,0.65,0.25,0.45,0.4,0.38
37,0.4,0.65,0.5,0.35,0.45,0.21
38,0.6,0.45,0.6,0.6,0.65,0.23
39,0.1,0.2,0.2,0.4,0.35,0.21
40,0.55,0.55,0.8,0.7,0.75,0.3
41,0.55,0.45,0.8,0.5,0.4,0.6
42,0,0,0,0,0,0
43,0.4,0.6,0.4,0.4,0.45,0.36
44,0.3,0.2,0.3,0.35,0.45,0.17
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
60,0,0,0,0,0,0
61,0,0,0,0,0,0
62,0,0,0,0,0,0
63,0,0,0,0,0,0
64,0,0,0,0,0,0
65,0,0,0,0,0,0
66,0,0,0,0,0,0
67,0,0,0,0,0,0
68,0,0,0,0,0,0
69,0,0,0,0,0,0
70,0,0,0,0,0,0
71,0,0,0,0,0,0
72,0.4,0.45,0.5,0.45,0.3,0.38
73,0.3,0.55,0.3,0.45,0.4,0.27
74,0.25,0.15,0.2,0.3,0.15,0.1
75,0.2,0.25,0.35,0.25,0.4,0.11
76,0.4,0.5,0.35,0.8,0.25,0.36
77,0.35,0.5,0.45,0.55,0.45,0.31
78,0.4,0.5,0.8,0.6,0.65,0.42
79,0.6,0.3,0.25,0.45,0.45,0.22
80,0.15,0.2,0.3,0.4,0.3,0.15
